ID,Date Created,Artist,Date Scraped,Text Type,Text,Image Path,Image Type,Text Author,Auction Price
artsy-0000011.jpg,2023,Lindsey Kustusch,11-04-2023,Description,,ArtsyScrape\artsy_images\batch1\artsy-0000011.jpg,Painting,Abend Gallery,5800
artsy-0000012.jpg,2006,Wolf Kahn,11-04-2023,Description,"A second-generation New York School artist, Wolf Kahn was known for luminous, lyrical paintings of forests and farmlands that combined realism with the immediacy of Abstract Expressionism. Kahn’s signature landscapes took inspiration from the palettes of Henri Matisse and the ethos of his Vermont farm: He painted weathered barns, undulating pastures, and tree lines that embraced a spare, evocative New England aesthetic. Kahn studied under Hans Hofmann and cited Mark Rothko, J.M.W. Turner, and Pierre Bonnard as additional influences. He worked intuitively, refusing to overthink any psychological underpinnings in his paintings. Today, Kahn’s work can be found in the collections of the Metropolitan Museum of Art, the Smithsonian American Art Museum, and the Museum of Fine Arts, Boston, among other institutions.",ArtsyScrape\artsy_images\batch1\artsy-0000012.jpg,Painting,Questroyal Fine Art,95000
artsy-0000013.jpg,2023,Lindsey Kustusch,11-04-2023,Description,,ArtsyScrape\artsy_images\batch1\artsy-0000013.jpg,Painting,Abend Gallery,1700
artsy-0000014.jpg,1979,Peter Max,11-04-2023,Description,"Original acrylic painting on canvas. Hand signed and dated upper front by Peter Max. Canvas is not stretched.
Artwork is in excellent condition. Certificate of Authenticity included. All reasonable offers will be considered.
About the Artist: Peter Max (American, born 1937) is a German artist known for his unique … Read more",ArtsyScrape\artsy_images\batch1\artsy-0000014.jpg,Painting,Gallery Art,75000
artsy-0000015.jpg,1987,Kenny Scharf,11-04-2023,Description,"NOTE: This lot is accompanied by a certificate of authenticity from Martin Lawrence Galleries. Kenny Scharf emerged as a prominent figure in the 1980s East Village art scene with his colorful and cartoonish paintings and sculptures, which incorporated popular culture and science fiction elements. Influenced by the Pop … Read more",ArtsyScrape\artsy_images\batch1\artsy-0000015.jpg,Painting,Heritage Auctions,32000
artsy-0000016.jpg,2018,Andy Warhol,11-04-2023,Description,"on Archival Museum Board, published by Sunday B Morning, with their rubber stamps in blue ink verso, the full sheets printed to the edges, each sheet 915 x 915mm (36 x 36in) (8)",ArtsyScrape\artsy_images\batch1\artsy-0000016.jpg,Print,Forum Auctions,
artsy-0000022.jpg,2023,Mattea Perrotta,11-04-2023,Description,"In large-scale paintings rendered in warm blushes and earth tones, Mattea Perrotta reduces female figures to abstract forms that represent the essence of womanhood. Perrotta received her BFA from UC Berkeley and studied at the Santa Reparata International School of Art in Florence, Italy. Her work has been featured in solo and group exhibitions at galleries in Los Angeles, London, Mexico City, São Paolo, and Madrid. Residencies in Portugal, Spain, England, and Morocco opened her eyes to the lives of women in different parts of the world. Perrotta symbolically strips away cultural differences to expose the common experiences women share—like insecurities around body image and the awareness of the male gaze—and translates them into the curves and shapes of her minimal compositions. Perrotta still frequently returns to Morocco, and has designed woven rugs fabricated by female Moroccan artisans.",ArtsyScrape\artsy_images\batch2\artsy-0000022.jpg,Painting,Praz-Delavallade,3000
artsy-0000023.jpg,2010,Jeff Soto,11-04-2023,Description,"Street artist Jeff Soto explores the territory where pop imagery, graffiti, and surrealism converge. Inspired by Max Ernst, Frida Kahlo, Andy Warhol, Amedeo Modigliani, and Paul Cadmus, Soto is a California figurative painter who grew up watching MTV, reading science fiction, and skateboarding. Teeming with odd characters and furry creatures, Soto’s allegorical paintings can be both apocalyptic and playful. In 2010, he began illustrating promotional posters for major bands such as Pearl Jam, The Black Keys, and Soundgarden.",ArtsyScrape\artsy_images\batch2\artsy-0000023.jpg,Painting,Jonathan LeVine Projects,10000
artsy-0000024.jpg,2023,Lindsey Kustusch,11-04-2023,Description,,ArtsyScrape\artsy_images\batch2\artsy-0000024.jpg,Painting,Abend Gallery,6500
artsy-0000025.jpg,2019,KAWS,11-04-2023,Description,"KAWS is a Brooklyn-based artist whose influential body of work masterfully synthesizes the worlds of art and design. Across painting, murals, large-scale sculpture, and street art, as well as graphic and production design, his work possesses a sophisticated humor and thoughtful interplay with consumer products through collaborations with global brands. KAWS is often inspired by and appropriates pop culture animations to form a unique artistic vocabulary that spans a broad range of mediums. Now admired for his larger-than-life sculptures and hard-edge paintings that emphasize line and color, KAWS has created a cast of hybrid cartoon and human characters that are perhaps the strongest examples of his exploration of humanity. KAWS has exhibited extensively throughout the United States and internationally. Recent solo exhibitions of his work have been held at institutions such as the Brooklyn Museum; the Modern Art Museum of Fort Worth; the Pennsylvania Academy of Fine Arts; the Yuz Museum; Yorkshire Sculpture Park; and the Centro de Arte Contemporáneo de Málaga. He has also participated in exhibitions at major institutions such as the Museum of Contemporary Art San Diego; the Newcomb Art Museum; the Museum of Contemporary Art, Los Angeles; and the Deste Art Foundation for Contemporary Art.",ArtsyScrape\artsy_images\batch2\artsy-0000025.jpg,Print,MLTPL,
artsy-0000026.jpg,1989,Roy Lichtenstein,11-04-2023,Description,"published by The Museum of Modern Art, New York, on wove paper, with full margins, sheet 1423 x 1195mm (56 x 47in)",ArtsyScrape\artsy_images\batch2\artsy-0000026.jpg,Posters,Forum Auctions,
artsy-0000027.jpg,2023,Anna Kruhelska,11-04-2023,Description,,ArtsyScrape\artsy_images\batch2\artsy-0000027.jpg,Sculpture,Muriel Guépin Gallery,6700
artsy-0000028.jpg,1990,Sam Francis,11-04-2023,Description,"The present work was created at the Kirkeby family boathouse in Point Reyes, Inverness, California. Recalls Stefan Kirkeby, ""The Francis and Kirkeby families congregated for fishing, sailing, and surfing—and, of course, Sam Francis painted. Sam initially used the Boathouse (Launch for Hire) Studio from 1988 … Read more",ArtsyScrape\artsy_images\batch2\artsy-0000028.jpg,"Drawing, Collage or other Work on Paper",Heritage Auctions,24000
artsy-0000029.jpg,2023,Leon Grossmann,11-04-2023,Description,"Original Blue, Grey, Beige, Brown, and White, abstract painting by Leon Grossmann
Abstract painting. Original abstract art.
35,4 "" width x 47,2 "" height x 1.6"" depth.
(90 cm Breite x 120 cm Höhe x 4 cm Keilrahmenstärke)
It was painted with professional Acrylic Colors. Paint on canvas. Stretched on … Read more",ArtsyScrape\artsy_images\batch2\artsy-0000029.jpg,Painting,Gallery Fedorova,2260
artsy-0000030.jpg,2023,David LaChapelle,11-04-2023,Description,"American photographer and video artist David LaChapelle is renowned for his hyperrealistic, highly saturated, and often controversial editorial portraits of celebrities. Over the course of his prolific career, he’s shot many of pop culture’s most recognizable faces—from Nicki Minaj, Britney Spears, and Madonna to Tupac Shakur, Michael Jackson, and Dwayne “The Rock” Johnson—in a humorous style that combines elements of Surrealism and Pop art. In addition to shooting for publications such as Rolling Stone and Interview, LaChapelle has maintained a fine-art photography practice. Much of his work has explored themes of mortality and transcendence, with overt references to art history and religious iconography. He has featured in shows at the Victoria and Albert Museum, the Tel Aviv Museum of Art, the Musée d'Orsay, and the National Portrait Gallery in Washington, D.C., among other institutions. At auction, LaChapelle’s photographs have sold for six-figure prices.",ArtsyScrape\artsy_images\batch2\artsy-0000030.jpg,Photography,Deodato Arte,
artsy-0000031.jpg,2018,Erik Parker,11-04-2023,Description,"Erik Parker’s vivid, hallucinatory paintings combine elements of traditional portraiture and landscapes with the aesthetics of psychedelia, comic books, and graffiti art. The artist depicts neon-drenched scenes that feature flowers, waves, and distorted faces. Early in his career, Parker painted dreamlike flourishes and patterns composed of pointillist dots, teardrops, and paisleys. He has exhibited in New York, Tokyo, Paris, Hong Kong, Los Angeles, and Copenhagen. His work belongs in the collections of the Whitney Museum of American Art, the Brooklyn Museum, the Museum of Modern Art, the Montreal Museum of Fine Arts, the Yale University Art Gallery, the RISD Museum, and the Hammer Museum. Parker has also designed skateboard decks, created tondos (round canvases), and made long, sculptural paintings that rest on pedestals.",ArtsyScrape\artsy_images\batch2\artsy-0000031.jpg,Painting,Heritage Auctions,12000
artsy-0000032.jpg,2023,David LaChapelle,11-04-2023,Description,"American photographer and video artist David LaChapelle is renowned for his hyperrealistic, highly saturated, and often controversial editorial portraits of celebrities. Over the course of his prolific career, he’s shot many of pop culture’s most recognizable faces—from Nicki Minaj, Britney Spears, and Madonna to Tupac Shakur, Michael Jackson, and Dwayne “The Rock” Johnson—in a humorous style that combines elements of Surrealism and Pop art. In addition to shooting for publications such as Rolling Stone and Interview, LaChapelle has maintained a fine-art photography practice. Much of his work has explored themes of mortality and transcendence, with overt references to art history and religious iconography. He has featured in shows at the Victoria and Albert Museum, the Tel Aviv Museum of Art, the Musée d'Orsay, and the National Portrait Gallery in Washington, D.C., among other institutions. At auction, LaChapelle’s photographs have sold for six-figure prices.",ArtsyScrape\artsy_images\batch2\artsy-0000032.jpg,Photography,Deodato Arte,
artsy-0000033.jpg,1995,George Rodrigue,11-04-2023,Description,NOTE: This lot is accompanied by a certificate of authenticity from The Rodrigue Gallery of New Orleans,ArtsyScrape\artsy_images\batch2\artsy-0000033.jpg,Painting,Heritage Auctions,8000
artsy-0000034.jpg,2023,Rafel Bestard,11-04-2023,Description,"Inspired by direct observation and his imagination, Rafel Bestard creates highly detailed figurative oil paintings that often depict individuals or small groups of figures performing bizarre activities. Playing with light and shadow, Bestard’s work is at once alluring and unsettling: In Repentat (2021), a figure dressed in a dark coat kneels on the ground, its face partially obscured by wavy hair. The background surrounding the subject is charcoal black, adding to the somber tone of the work. Though he avoids labeling himself, Bestard draws on traditional Realist techniques to create paintings with Surrealist subject matter in muted palettes of greys and browns. The figures in his paintings are often depicted in uncanny, dreamlike situations: Shouting at each other, as in Shout II (2017), or balancing a flag with one hand, as in Flag bearer (2019).",ArtsyScrape\artsy_images\batch2\artsy-0000034.jpg,Painting,Galeria Contrast,
artsy-0000035.jpg,2016,Viktoria Savenkova,11-04-2023,Description,"This painting ships unframed in a tube. For framing through the gallery, please inquire. Note: Framing will increase shipping costs. Consider using your local framer for convenience.",ArtsyScrape\artsy_images\batch2\artsy-0000035.jpg,Painting,Abend Gallery,8000
artsy-0000036.jpg,2007,SEEN,11-04-2023,Description,"Richard Mirando, known as Seen, is an American artist born in the Bronx, New York City in 1961. He is currently based in New York.
He became familiar with art at a young age. He received his first airbrush at 11 years old. By 13, he started to paint into his uncle's auto garage and customized his first vehicles … Read more",ArtsyScrape\artsy_images\batch2\artsy-0000036.jpg,Painting,Galerie Montmartre,
artsy-0000037.jpg,1953,Pablo Picasso,11-04-2023,Description,"from the edition of 2000, printed by Arnéra, Vallauris, on coloured wove paper, with full margins, sheet 797 x 598mm (31 1/2 x 23 5/8in)
Please Note: This lot is sold subject to Artist's Resale Right, details of which can be found in our Terms and Conditions.",ArtsyScrape\artsy_images\batch2\artsy-0000037.jpg,Print,Forum Auctions,
artsy-0000038.jpg,2009,Tomokazu Matsuyama,11-04-2023,Description,"Eastern and Western art history and pop culture collide in Tomokazu Matsuyama’s fantastical paintings, which explore themes of globalization and national identity in the age of the internet. The artist, who grew up between Japan and America, loads his large-scale canvases (sometimes irregularly shaped or divided into panels) with references to his bicultural background: He has taken inspiration from Pop art and manga, cowboys and samurai, graffiti and the Meiji era, Abstract Expressionism and woodblock printing. Matsuyama imbues his energetic scenes with a playful, high-octane color palette. The compositions often blur the boundaries between domestic interiors and the natural world. Matsuyama received his MFA from Pratt Institute in 2004. Since then, he has exhibited in Tokyo, Shanghai, Hong Kong, San Francisco, Los Angeles, and New York, among other cities. Matsuyama has completed a number of public art commissions, producing towering sculptures and murals around the world.",ArtsyScrape\artsy_images\batch2\artsy-0000038.jpg,Painting,Joshua Liner Gallery,90000
artsy-0000039.jpg,2014,Will Boone,11-04-2023,Description,,ArtsyScrape\artsy_images\batch2\artsy-0000039.jpg,Painting,Heritage Auctions,24000
artsy-0000040.jpg,2019,Esther Mahlangu,11-04-2023,Description,"One of South Africa’s most renowned artists, Esther Mahlangu paints vibrant geometric works based on traditional Ndebele designs. Growing up in the Ndebele community, she honed her linework while painting houses —customarily a woman’s task. Mahlangu’s iconic abstractions drew international attention after her inclusion in the Centre Pompidou’s 1989 group exhibition “Magiciens de la Terre (Magicians of the Earth),” where she painted a replica of her house in front of visitors. Two years later, she was the first woman and the first African artist to be commissioned to paint a BMW Art Car. Mahlangu has also partnered with brands as varied as Belvedere, British Airways, and Rolls-Royce, and her work is in the collections of celebrities like John Legend, Oprah Winfrey, Trevor Noah, and Swizz Beatz. She still lives in South Africa’s Mpumalanga province, where she teaches Ndebele painting and beadwork to young artists.",ArtsyScrape\artsy_images\batch2\artsy-0000040.jpg,Painting,Black Liquid Art Gallery,
artsy-0000041.jpg,1957,Victor Vasarely,11-04-2023,Description,"NOTE: The authenticity of the present work has been confirmed by Pierre Vasarely. The work will be included in the forthcoming Catalogue Raisonné de l'Oeuvre Peint de Victor Vasarely, which is currently being compiled by the Fondation Vasarely, Aix-en-Provence.",ArtsyScrape\artsy_images\batch2\artsy-0000041.jpg,Painting,Heritage Auctions,24000
artsy-0000042.jpg,2023,Lindsey Kustusch,11-04-2023,Description,,ArtsyScrape\artsy_images\batch2\artsy-0000042.jpg,Painting,Abend Gallery,8700
artsy-0000043.jpg,2023,Lindsey Kustusch,11-04-2023,Description,,ArtsyScrape\artsy_images\batch2\artsy-0000043.jpg,Painting,Abend Gallery,1700
artsy-0000044.jpg,0,Eugène Delacroix,11-04-2023,Description,"Romantic painter Eugène Delacroix was once described by the French poet Charles Baudelaire as “a volcanic crater artistically concealed beneath bouquets of flowers.” While drawing on Classical history and mythology—a favorite theme of Neoclassical artists—Delacroix was praised for his work’s spontaneity and power, vivid color, and pathos of movement. In Death of Sardanapalus (1827), figures and animals seem to writhe across the picture plane. Like Ingres, Delacroix was fascinated by the Orient, which includes present-day Turkey, Greece, and North Africa, visiting Morocco in 1832. Yet, instead of highlighting the seductive quality of his exotic subjects, Delacroix took an avid interest in the violence and cruelty in Oriental subjects. His lush palette and passionate brushwork would later greatly influence the development of both Impressionism and Post-Impressionism",ArtsyScrape\artsy_images\batch2\artsy-0000044.jpg,"Drawing, Collage or other Work on Paper",Riva Advisory,9500
artsy-0000045.jpg,2022,Wilson Imini,11-04-2023,Description,,ArtsyScrape\artsy_images\batch2\artsy-0000045.jpg,Painting,TAAG Gallery,4800
artsy-0000046.jpg,2023,Alex Face,11-04-2023,Description,,ArtsyScrape\artsy_images\batch2\artsy-0000046.jpg,Painting,Thinkspace Projects,15000
artsy-0000047.jpg,2023,Alannah Farrell,11-04-2023,Description,,ArtsyScrape\artsy_images\batch2\artsy-0000047.jpg,Painting,Half Gallery,18000
artsy-0000048.jpg,2023,Euan Roberts,11-04-2023,Description,,ArtsyScrape\artsy_images\batch2\artsy-0000048.jpg,Painting,Kalkman Gallery,
artsy-0000049.jpg,1999,Tom Sachs,11-04-2023,Description,"Throughout his wry conceptual practice, Tom Sachs repurposes consumer goods or fabricates new versions of them; his bricolage sculpture comments on how fast materialist culture consumes and discards commodities—including art itself. Many of his provocative pieces deconstruct and deride luxury culture, and Sachs has explicitly paired fashion brands with violent or debased subject matter. His Prada Toilet (1997) is a toilet created from cardboard Prada packaging, for example, while his Chanel Guillotine (Breakfast Nook) (1998) looks like a branded torture device. Sachs has exhibited in New York, London, Tokyo, Berlin, Paris, and Rome. His work has sold for six figures at auction and belongs in the collections of the Museum of Modern Art, the Guggenheim Museum, the Whitney Museum of American Art, the Los Angeles County Museum of Art, the Centre Pompidou, and the Astrup Fearnley Museet. Outer space is another major motif for Sachs, who has made sculptures of astronauts and a digital factory for NFT rocket ships.",ArtsyScrape\artsy_images\batch2\artsy-0000049.jpg,Mixed Media,Heritage Auctions,16000
artsy-0000050.jpg,1998,SEEN,11-04-2023,Description,"Richard Mirando, known as Seen, is an American artist born in the Bronx, New York City in 1961. He is currently based in New York.
He became familiar with art at a young age. He received his first airbrush at 11 years old. By 13, he started to paint into his uncle's auto garage and customized his first vehicles … Read more",ArtsyScrape\artsy_images\batch2\artsy-0000050.jpg,Painting,Galerie Montmartre,
artsy-0000051.jpg,2023,María Fragoso,11-04-2023,Description,"Influenced by the style and narratives of Mexican Surrealists and muralists, María Fragoso creates work that celebrates her Mexican culture, while also addressing notions of gender expression and queer identity. Her brightly colored canvases offer voyeuristic glimpses into intimate moments, with subjects engaging in acts that seem at once seductive and mischievous—often while gazing directly out at the viewer. Born and raised in Mexico City, Fragoso moved to Baltimore in 2015 to pursue her BFA at the Maryland Institute College of Art. She was featured in the 2021 edition of Forbes’s “30 Under 30” in the “Art and Style” category.",ArtsyScrape\artsy_images\batch2\artsy-0000051.jpg,Painting,1969 Gallery,50000
artsy-0000052.jpg,2018,Erik Parker,11-04-2023,Description,"Erik Parker’s vivid, hallucinatory paintings combine elements of traditional portraiture and landscapes with the aesthetics of psychedelia, comic books, and graffiti art. The artist depicts neon-drenched scenes that feature flowers, waves, and distorted faces. Early in his career, Parker painted dreamlike flourishes and patterns composed of pointillist dots, teardrops, and paisleys. He has exhibited in New York, Tokyo, Paris, Hong Kong, Los Angeles, and Copenhagen. His work belongs in the collections of the Whitney Museum of American Art, the Brooklyn Museum, the Museum of Modern Art, the Montreal Museum of Fine Arts, the Yale University Art Gallery, the RISD Museum, and the Hammer Museum. Parker has also designed skateboard decks, created tondos (round canvases), and made long, sculptural paintings that rest on pedestals.",ArtsyScrape\artsy_images\batch2\artsy-0000052.jpg,Painting,Heritage Auctions,12000
artsy-0000053.jpg,2023,Corey Lamb,11-04-2023,Description,,ArtsyScrape\artsy_images\batch2\artsy-0000053.jpg,Painting,Hashimoto Contemporary,2500
artsy-0000054.jpg,2023,Shepard Fairey,11-04-2023,Description,"Dimensions: 24 x 18 Inches
Medium: Screen print on thick cream Speckletone paper
Provenance: Hand-signed, numbered, and dated by Shepard Fairey in pencil. Comes with Verisart digital blockchain certificate of authenticity.
Edition: Limited Edition of 550 (#41/550)
Year: 2023
Condition: Excellent
ABOUT THE ART
""I’ve … Read more",ArtsyScrape\artsy_images\batch2\artsy-0000054.jpg,Print,Post Modern Vandal,380
artsy-0000055.jpg,1984,Jennifer Losch Bartlett,11-04-2023,Description,"26 x 40 inches (66.0 x 101.6 cm) (each sheet)
26 x 80 inches (66.0 x 203.2 cm) (overall)
Property from a Texas Corporate Collection",ArtsyScrape\artsy_images\batch2\artsy-0000055.jpg,"Drawing, Collage or other Work on Paper",Heritage Auctions,16000
artsy-0000056.jpg,2023,David LaChapelle,11-04-2023,Description,"American photographer and video artist David LaChapelle is renowned for his hyperrealistic, highly saturated, and often controversial editorial portraits of celebrities. Over the course of his prolific career, he’s shot many of pop culture’s most recognizable faces—from Nicki Minaj, Britney Spears, and Madonna to Tupac Shakur, Michael Jackson, and Dwayne “The Rock” Johnson—in a humorous style that combines elements of Surrealism and Pop art. In addition to shooting for publications such as Rolling Stone and Interview, LaChapelle has maintained a fine-art photography practice. Much of his work has explored themes of mortality and transcendence, with overt references to art history and religious iconography. He has featured in shows at the Victoria and Albert Museum, the Tel Aviv Museum of Art, the Musée d'Orsay, and the National Portrait Gallery in Washington, D.C., among other institutions. At auction, LaChapelle’s photographs have sold for six-figure prices.",ArtsyScrape\artsy_images\batch2\artsy-0000056.jpg,Photography,Deodato Arte,
artsy-0000057.jpg,1984,Sam Gilliam,11-04-2023,Description,"Since the 1960s, Washington Color School painter Sam Gilliam has tested the boundaries of color, form, texture, abstraction, and the canvas itself. His most significant innovations may be his “Drape” paintings: lengths of unstretched, unprimed canvases covered in fields of deeply saturated color and layers of poured paint. Gilliam drapes these works across walls or hangs them from the ceiling in a manner that can suggest theater curtains, flags, or hanging laundry. Throughout his canvases and works on paper, the artist has also employed various folding and staining techniques. His work belongs in the collections of the Musée d’Art Moderne de la Ville de Paris, the Museum of Modern Art, the Metropolitan Museum of Art, and Tate Modern. Gilliam has enjoyed exhibitions in New York, Los Angeles, Paris, Basel, Seoul, and Washington, D.C., among other cities. At auction, a number of his pieces have sold for seven figures. Inspired by the spirit of improvisational jazz, Gilliam continues to experiment with depth, physicality, and resonances of color.",ArtsyScrape\artsy_images\batch2\artsy-0000057.jpg,Painting,Heritage Auctions,24000
artsy-0000058.jpg,2019,David Gerstein,11-04-2023,Description,"An Israeli painter and sculptor, David Gerstein seeks to transcend the limits of two-dimensional painting via his vibrant three-dimensional sculptures. He is particularly well known for his large-scale public installations, the largest of which is Momentum (2008) in Singapore. Gerstein’s work from the 1970s focused on figurative paintings and watercolors depicting scenes from his childhood. A recurring bicycle motif in these works reappears in later pieces. Steel-cut figures first appeared in his art in the early 1980s and they continue to assist him in illustrating everything from childhood to the natural world. These themes can be seen in Nature Lover (ca. 2020), with a bicycle in silhouette combined with a burst of brightly colored butterflies that surround and follow the rider. Gerstein continues to work in paint, creating brightly colored compositions such as 20.13 (2020) that meet his desire to speak to the art world while remaining accessible to the public.",ArtsyScrape\artsy_images\batch2\artsy-0000058.jpg,Sculpture,Galerie Duret,
artsy-0000059.jpg,1969,Saul Steinberg,11-04-2023,Description,"Perhaps most famous for his New Yorker illustrations and cartoons, Saul Steinberg also made paintings, drawings, photographs, collages, and sculptures that chronicled the modern American psyche. His style is characterized by emotive linework, a mélange of high and low cultural references, and an acute eye for the details and absurdities of city life. While his work could be humorous, Steinberg also made surreal tableaux and offered profound meditations on the post-war experience. Early in his career, the artist made advertisements that were published in magazines including Vogue, Harper’s Bazaar, Fortune, and Time. Steinberg’s work has been exhibited in New York, London, Paris, Tokyo, Berlin, Los Angeles, and Copenhagen. His work belongs in the collections of the Art Institute of Chicago, the Centre Pompidou, the Hirshhorn Museum and Sculpture Garden, Moderna Museet, the Museum of Modern Art, and the Whitney Museum of American Art.",ArtsyScrape\artsy_images\batch2\artsy-0000059.jpg,"Drawing, Collage or other Work on Paper",Heritage Auctions,8000
artsy-0000060.jpg,2022,Wilson Imini,11-04-2023,Description,,ArtsyScrape\artsy_images\batch2\artsy-0000060.jpg,Painting,TAAG Gallery,6500
artsy-0000061.jpg,2023,Sergio Roffo,11-04-2023,Description,,ArtsyScrape\artsy_images\batch2\artsy-0000061.jpg,Painting,The Guild of Boston Artists,12500
artsy-0000062.jpg,2019,Mr. Brainwash,11-04-2023,Description,"Signature and dated: Verso ""Mr. Brainwash"" (W/ Life is Beautiful and Dollar Bill Serial) Accompanied by original COA from Mr. Brainwash Studio with Dollar Bill Serial #",ArtsyScrape\artsy_images\batch2\artsy-0000062.jpg,Painting,Robin Rile Fine Art,18000
artsy-0000063.jpg,2022,James Verbicky,11-04-2023,Description,"James Verbicky is renowned for what he calls “media paintings”, large sculptural assemblages of Baltic birch wood covered in vintage advertisements for popular brands and imagery from foreign magazines bought along the Seine in Paris. He arranges the layers of paper in a horizontal grid, paying homage to pioneering Modernists and Minimalists such as Piet Mondrian, Kenneth Noland, and Morris Louis. A resin topcoat renders the surface shiny and the paper transparent, so that the images on the backsides bleed through to the front, creating a sense of depth. Paying attention to what is behind each piece of paper “makes the collage more interesting and creates a certain mood,” he says. Verbicky’s collages, which can be “read” in any direction, evoke familiar scenes and subjects, from flowers in bloom, to a racetrack blurred in action, to stock tickers scrolling across a television screen.",ArtsyScrape\artsy_images\batch2\artsy-0000063.jpg,Mixed Media,L Kotler Fine Art,39000
artsy-0000064.jpg,2023,RISK,11-04-2023,Description,"Kelly Graval, better known by his graffiti tag RISK, was one of the first artists to exhibit graffiti and street art in galleries. With a background in fine art, Graval has a style defined by cleanly executed lettering paired with graphic imagery and architectural lines. He has participated in a number of street art crews, most famously West Coast Artists (WCA) and the Seventh Letter. In the course of his nearly 30-year career, Graval has become one of the most influential figures for subsequent generations of graffiti artists, particularly in Los Angeles. He is also considered one of the first artists to have painted on freight trains, as well as a pioneer of “painting in the heavens”—a graffiti term referring to highly elevated surfaces like billboards, rooftops, and overpasses.",ArtsyScrape\artsy_images\batch2\artsy-0000064.jpg,Painting,ABV Gallery,5000
